-0.171000 , -0.100000
-0.100000 , -0.029000
-0.029000 , 0.042000
0.042000 , 0.113000
0.113000 , 0.184000
0.184000 , 0.255000
0.255000 , 0.326000
0.326000 , 0.397000
0.397000 , 0.468000
0.468000 , 0.539000
0.539000 , 0.610000
0.610000 , 0.681000
0.681000 , 0.752000
0.752000 , 0.823000
0.823000 , 0.894000
0.894000 , 0.965000
0.965000 , 1.036000
1.036000 , 1.107000
1.107000 , 1.178000
1.178000 , 1.249000
1.249000 , 1.320000
1.320000 , 1.391000
1.391000 , 1.462000
1.462000 , 1.533000
1.533000 , 1.604000
1.604000 , 1.675000
1.675000 , 1.746000
1.746000 , 1.817000
1.817000 , 1.888000
1.888000 , 1.959000
1.959000 , 2.030000
2.030000 , 2.101000
2.243000 , 2.314000
2.527000 , 2.598000
2.811000 , 2.882000
3.095000 , 3.166000
3.450000 , 3.521000
