-0.010000 , -0.004000
-0.004000 , 0.002000
0.002000 , 0.008000
0.008000 , 0.014000
0.014000 , 0.020000
0.020000 , 0.026000
0.026000 , 0.032000
0.032000 , 0.038000
0.038000 , 0.044000
0.044000 , 0.050000
0.050000 , 0.056000
0.056000 , 0.062000
0.062000 , 0.068000
0.068000 , 0.074000
0.074000 , 0.080000
0.080000 , 0.086000
0.086000 , 0.092000
0.092000 , 0.098000
0.098000 , 0.104000
0.104000 , 0.110000
0.116000 , 0.122000
0.128000 , 0.134000
0.140000 , 0.146000
0.152000 , 0.158000
0.164000 , 0.170000
0.176000 , 0.182000
0.188000 , 0.194000
0.200000 , 0.206000
0.212000 , 0.218000
0.224000 , 0.230000
0.236000 , 0.242000
0.248000 , 0.254000
0.260000 , 0.266000
0.272000 , 0.278000
0.284000 , 0.290000
0.296000 , 0.302000
0.308000 , 0.314000
0.320000 , 0.326000
0.332000 , 0.338000
0.344000 , 0.350000
0.356000 , 0.362000
0.368000 , 0.374000
0.380000 , 0.386000
0.392000 , 0.398000
0.404000 , 0.410000
0.416000 , 0.422000
0.428000 , 0.434000
0.440000 , 0.446000
0.452000 , 0.458000
0.464000 , 0.470000
0.476000 , 0.482000
0.488000 , 0.494000
